student_id,region,time_spent,modules_completed,quiz_score,assignment_timeliness,interaction_level,consistency_index,engagement_score,learning_trend,performance_label
86,Urban,3.4,4,33.35915674022005,58.06,25.875289707372428,0.8006120589104634,21.44,Stable,Low
87,Suburban,1.9,1,37.365467966631364,69.32,108.32303960917982,0.975022571558249,58.91,Decreasing,Low
88,Rural,2.8,3,95.87262330412443,49.06,105.64762842957892,0.8865024258723846,59.82,Decreasing,High
89,Urban,3.8,1,74.78215976150291,62.11,22.554680211045483,0.6387955841509905,20.78,Increasing,Low
90,Urban,5.1,8,97.73622549909527,77.0,59.50311652001338,0.11096520204480079,42.5,Increasing,Low
91,Rural,10.1,5,52.755645268090916,87.85,146.84481921442148,0.23985486110389448,98.67,Decreasing,Low
92,Urban,11.6,6,92.90328757542758,83.46,97.14281065544306,0.14582474865876974,77.57,Increasing,Medium
93,Urban,14.2,1,66.63082056999326,45.27,82.81210166775169,0.48966648211927055,76.91,Increasing,Medium
94,Rural,2.5,3,94.13644662722717,75.69,83.18045615626525,0.6168557966008319,47.84,Increasing,High
95,Urban,2.1,4,72.18192760633049,75.85,31.593732350387942,0.6604574598915666,21.05,Decreasing,Medium
96,Rural,14.7,4,85.55508634020141,92.31,63.308971009022095,0.551140104345046,68.4,Increasing,Medium
97,Urban,2.0,1,85.70638627720905,50.45,39.00521130759041,0.4068382422368802,24.5,Decreasing,Medium
98,Urban,6.9,3,70.48092111261698,94.74,22.867669000027746,0.5057109807709352,28.68,Stable,Medium
99,Urban,6.2,2,44.21339742129669,91.26,41.454372138109775,0.9144629710111631,36.23,Increasing,Low
100,Suburban,14.6,2,89.75916029107634,40.54,56.98664575608684,0.29226090354723905,64.99,Stable,Medium
101,Rural,7.3,8,69.92655001740133,82.41,76.61707438024429,0.4848406572609314,56.56,Decreasing,Medium
102,Suburban,13.1,6,41.935316709105905,46.72,124.88774691568075,0.21572813252319947,95.19,Stable,Low
103,Suburban,7.7,2,56.79674940956145,98.39,47.58123111553448,0.5932454845021256,43.04,Increasing,Low
104,Urban,14.6,1,82.9001354613775,49.37,112.48704566391781,0.2645125671543073,92.74,Stable,Medium
105,Urban,13.2,8,85.07746044405836,46.79,94.57098526180854,0.7590029459690328,80.29,Increasing,High
106,Urban,15.0,6,55.4974225381173,91.99,99.36060290454193,0.7926753009412806,87.18,Increasing,Medium
107,Urban,12.3,2,91.10385635143227,59.03,118.0467371427444,0.17711174739314395,89.77,Increasing,Medium
108,Urban,6.4,9,75.03403032027273,72.74,47.029451268027906,0.1493554896446683,39.51,Increasing,Medium
109,Urban,8.3,6,93.70002421720055,88.83,16.097113993110696,0.6006732285718143,28.8,Decreasing,Medium
110,Urban,8.3,5,41.326605764624134,40.45,60.59219717761398,0.9570934251115477,51.05,Increasing,Low
111,Rural,9.6,5,48.506267559284815,58.44,48.67603973026695,0.14824081951808754,48.34,Decreasing,Low
112,Urban,3.6,8,84.61674081948709,51.11,48.45699782622451,0.14994695164306035,33.23,Increasing,Low
113,Urban,8.2,9,86.19348411760888,78.8,135.5289873751881,0.8942817674077482,88.26,Decreasing,High
114,Urban,10.4,9,35.98178471710403,77.43,79.36061350123553,0.7967375331287843,65.68,Stable,Low
115,Rural,6.5,9,61.033599200089704,99.27,38.07758765499234,0.7412782650690946,35.29,Stable,Low
116,Suburban,13.7,4,38.32384720429416,93.65,135.34540835974946,0.467156498647358,101.92,Stable,Low
117,Rural,10.0,8,92.99999580155375,79.05,58.839628512544294,0.39218504314183833,54.42,Increasing,High
118,Suburban,14.4,9,37.258854551666744,64.57,128.502108281284,0.07740105326984328,100.25,Stable,Low
119,Rural,4.6,8,81.50593123360137,47.66,21.476530352520584,0.19390644778529312,22.24,Increasing,Low
120,Suburban,12.6,7,96.13365871709513,92.4,14.703331040426573,0.5775722944896331,38.85,Decreasing,Medium
121,Urban,12.1,4,87.48462994801713,59.35,76.64007481731394,0.30369690818743983,68.57,Stable,Medium
122,Suburban,9.5,1,73.46055802106414,85.89,136.99343815479207,0.9581843843308107,92.25,Stable,High
123,Rural,2.1,4,30.1037485465373,46.34,85.47217841054986,0.6944600237160633,47.99,Decreasing,Low
124,Rural,3.0,9,85.11114796209974,55.92,16.009138060460245,0.1731081450923905,15.5,Increasing,Low
125,Urban,8.4,7,76.81202514102974,87.53,79.09914242125853,0.407813932841345,60.55,Decreasing,Low
126,Rural,2.9,5,28.274529262208482,55.59,150.09886419968583,0.2824870910078279,82.3,Increasing,Low
127,Rural,1.6,1,39.14469010884329,72.88,57.28511293487186,0.24328419143062746,32.64,Decreasing,Low
128,Suburban,14.4,1,96.47439062820699,87.21,144.86072798005927,0.8273708522655057,108.43,Decreasing,High
129,Urban,7.9,8,92.59976906579979,78.2,88.77765405502979,0.5337916914197229,64.14,Decreasing,High
130,Rural,1.5,4,79.47667813095134,61.2,113.66410750037059,1.0,60.58,Increasing,High
131,Suburban,2.2,1,51.24235912453891,86.15,79.2231374506769,0.30925062311463947,45.11,Stable,Low
132,Rural,14.6,5,40.26160250212081,68.46,12.780287519580828,0.5943879039594526,42.89,Increasing,Low
133,Urban,4.1,9,55.87749275282846,73.01,122.16956010033324,0.329222200934273,71.33,Increasing,Low
134,Urban,13.1,1,49.41576253733483,72.64,138.52042157245597,0.7654306467611112,102.01,Decreasing,Medium
135,Urban,1.6,2,36.71160195594378,81.12,33.17955325668986,0.5843438047851979,20.59,Decreasing,Low
136,Urban,2.5,7,78.63249509147572,92.4,116.38457462338717,0.5078993150060114,64.44,Decreasing,Medium
137,Rural,3.7,2,42.30583645942396,73.31,141.4602414073993,0.6991682248203257,79.98,Decreasing,Medium
138,Urban,12.7,9,97.53302547859114,62.08,73.94516844928597,0.8513722694164944,68.72,Stable,High
139,Urban,4.0,5,45.69856523674563,40.11,78.01616152016669,0.26087140317145235,49.01,Decreasing,Low
140,Rural,4.2,4,71.43054901268852,76.21,86.73704631678166,0.13365278210728934,53.87,Decreasing,Low
141,Urban,3.9,4,66.0446386283146,66.41,102.63475747485015,0.5354034922972639,61.07,Decreasing,Medium
142,Urban,10.0,1,73.88558644785789,69.77,59.26624585911256,0.5265375891780383,54.63,Increasing,Medium
143,Suburban,5.7,1,69.84317528826375,75.19,86.09729473045762,0.7579938486989268,57.3,Stable,Low
144,Urban,10.9,4,32.94154328589094,94.23,135.00206172704958,0.10838766473092624,94.75,Increasing,Low
145,Rural,1.6,6,47.71233830402757,54.82,27.704314384154628,0.32421765903364125,17.85,Increasing,Low
146,Urban,2.9,4,52.55415475561261,86.31,79.26199317374623,0.14107219707453195,46.88,Increasing,Low
147,Suburban,4.6,9,61.94368537869269,98.77,85.2443729959759,0.28239980141677434,54.12,Increasing,Low
148,Rural,3.1,4,58.6689175197069,45.33,95.45694654072987,0.5813844617149652,55.48,Increasing,Medium
149,Suburban,7.8,5,43.40972484135393,79.85,62.89688151622921,0.4986771968935247,50.95,Stable,Low
150,Urban,7.4,3,86.63087650533858,52.08,146.42685869711698,0.5607789133064637,91.71,Increasing,High
151,Urban,8.8,1,29.953106517201046,43.91,139.9838078709154,0.6111516626720384,91.99,Increasing,Low
152,Urban,14.5,8,42.1753562086825,45.64,53.84304908520534,0.6720356653158222,63.17,Increasing,Low
153,Urban,12.1,7,72.27044933578692,61.79,34.78905461027401,0.9613463226195194,47.64,Stable,High
154,Urban,2.2,9,86.98504460501874,70.31,23.151338339780175,0.5516966045841719,17.08,Increasing,Medium
155,Rural,12.5,5,96.12691486944072,60.21,21.419635683387135,0.6295134520201959,41.96,Stable,High
156,Suburban,7.9,3,90.39326437953956,71.53,34.92313988918687,0.18747595628206967,37.21,Increasing,Medium
157,Urban,7.1,6,82.40486929396442,88.37,100.62980102459417,0.7058402243298407,68.06,Increasing,Medium
158,Rural,13.0,1,86.58933735078885,56.76,73.96676508842545,0.5754172354897675,69.48,Decreasing,High
159,Urban,12.0,2,74.40540589443187,92.45,96.03698051240448,0.4328516461790125,78.02,Decreasing,Medium
160,Suburban,1.3,8,83.47682861879201,95.08,93.48563885937233,0.8411659668614568,49.99,Stable,High
161,Urban,8.5,3,91.26168079345301,46.75,68.25991599253469,0.3648988651921412,55.38,Increasing,Medium
162,Rural,11.2,9,34.48831857780637,94.17,23.75866064665925,0.38485508305465155,39.88,Stable,Low
163,Rural,12.0,5,66.86317369189759,43.82,34.12748369893463,0.5063873202026515,47.06,Increasing,Low
164,Rural,3.4,5,75.64463969404143,75.5,138.97733878106442,0.21377106841052862,77.99,Decreasing,Low
165,Rural,6.7,6,47.439669542050254,61.71,16.221591601942542,0.8775514216785069,24.86,Stable,Low
166,Suburban,7.3,4,35.952300125768225,70.99,116.61722830846982,0.8164786424676957,76.56,Increasing,Low
167,Rural,4.9,8,35.228339318156976,77.02,97.20788218164667,0.881193834735273,60.85,Stable,Low
168,Urban,3.3,8,58.56387789663312,64.66,118.44037903595665,0.42836661884766275,67.47,Increasing,Low
169,Suburban,7.4,2,38.72896104016864,75.78,90.56278500303071,0.5134623495418444,63.78,Stable,Low
170,Urban,9.4,2,39.83670200857095,46.94,45.76564737982042,0.6990870784504124,46.38,Stable,Low
171,Suburban,1.6,5,88.6558841235043,52.96,30.99381283167862,0.13784107563921794,19.5,Stable,Low
172,Urban,9.3,2,56.35514459751142,67.01,87.77526746603495,0.20730514503623781,67.14,Stable,Low
173,Rural,10.0,5,49.07345974972084,60.75,111.85873843118804,0.4433090708594829,80.93,Stable,Low
174,Suburban,4.1,6,61.83590291048892,81.3,119.25456123540324,0.2569810794066827,69.88,Increasing,Low
175,Rural,7.8,5,90.82624927517328,62.22,134.10892657659429,0.8967809356798732,86.55,Increasing,High
176,Suburban,8.6,5,59.847884531694525,71.94,116.37197860079793,0.8263664874427528,79.69,Increasing,Medium
177,Suburban,4.8,7,67.0961963716337,49.91,34.694442449048786,0.26130997488715874,29.35,Increasing,Low
178,Suburban,12.1,3,47.418880507896425,63.71,41.68571927429832,0.7221618249848148,51.09,Increasing,Low
179,Urban,8.7,5,85.6275606086329,56.55,56.96113564076858,0.9765164292894203,50.23,Stable,High
180,Suburban,7.9,1,71.95146891712079,66.47,92.14551718252295,0.6448918320228825,65.82,Increasing,Medium
181,Rural,10.0,1,94.29091791780067,43.75,49.36740207544003,0.13237000250833186,49.68,Stable,Medium
182,Urban,12.5,9,49.26254332746565,52.64,64.93058508789501,0.9715860936947137,63.72,Increasing,Medium
183,Urban,12.5,9,85.55370871240987,90.76,109.61773083156048,0.8132833378392738,86.06,Stable,High
184,Urban,1.1,3,64.24798222184955,57.97,127.78566302870365,0.34943942383996346,66.64,Increasing,Medium
185,Urban,6.6,7,47.655516966880484,64.31,118.0694161692945,0.25041243906483346,75.53,Stable,Low
186,Rural,13.4,7,92.30424519327462,67.24,60.0793614008866,0.7242907330806866,63.54,Stable,High
187,Suburban,3.0,7,79.19761993555687,64.09,43.04613694411632,0.6986528913832444,29.02,Increasing,Medium
188,Urban,1.1,5,97.96921652431595,44.96,148.56888436991636,0.2457553946034249,77.03,Decreasing,Medium
189,Suburban,6.3,8,99.42079496918234,45.36,72.70839216541866,0.7326597277288431,52.1,Increasing,High
190,Rural,11.9,5,31.377535887554956,61.6,56.815370178359856,0.9181209875527657,58.16,Increasing,Low
191,Urban,3.6,5,89.22501574496647,91.02,28.92062228762582,0.899444118097226,23.46,Increasing,High
192,Suburban,14.0,4,81.04276304850204,58.94,38.809562293247026,0.26367657993657423,54.4,Increasing,Medium
193,Suburban,4.7,5,77.70280016931996,54.51,108.01695187617446,0.04312999023614068,65.76,Stable,Low
194,Suburban,1.1,9,97.68151361237894,71.14,78.64271028508678,0.7928691462593108,42.07,Increasing,High
195,Rural,5.1,1,83.70733833871601,53.4,61.94566270532408,0.12010659691832017,43.72,Stable,Low
196,Suburban,5.2,3,80.01323765472125,96.24,88.0762801078349,0.7056340764367326,57.04,Stable,Medium
197,Urban,8.9,6,53.32571723892756,53.52,112.18178264859844,0.8606414663331412,78.34,Decreasing,Medium
198,Rural,10.0,1,51.981839767704386,95.05,65.5325355770127,0.7411358574502684,57.77,Increasing,Medium
199,Suburban,10.5,5,70.61208569509971,95.72,86.20004301229676,0.47712266739104015,69.35,Decreasing,Medium
200,Rural,14.3,8,78.3867202598955,98.87,85.47116374422832,0.49488233244539187,78.49,Increasing,Medium
201,Urban,13.7,2,78.71022036299529,63.71,85.2700282147817,0.7511553489103339,76.89,Stable,High
202,Urban,3.3,8,27.770338604439328,91.31,108.8135459790661,0.3364699918697023,62.66,Decreasing,Low
203,Rural,7.0,9,65.1817555792002,93.68,14.609782124719935,0.3077025418930235,24.8,Increasing,Low
204,Rural,1.8,7,66.71934192753166,61.43,31.83051458813582,0.4258808280357907,20.42,Decreasing,Low
205,Rural,10.5,9,98.38248864304978,74.9,146.57928629868607,0.4734614384019406,99.54,Decreasing,High
206,Urban,6.6,4,89.11220197373865,93.33,120.12489209225927,0.3327653852890946,76.56,Increasing,Medium
207,Rural,13.3,1,57.354084017484375,88.65,52.64014419971498,0.7518953768266955,59.57,Stable,Medium
208,Rural,5.1,5,60.16367292121089,72.8,63.46716294443101,0.14253665218628717,44.48,Increasing,Low
209,Suburban,13.4,6,84.01542958834483,98.01,45.55677932784655,0.7056117401677183,56.28,Decreasing,High
210,Rural,4.8,9,56.47772241802917,94.12,131.7068034870325,0.2893951366139494,77.85,Stable,Low
211,Urban,1.3,2,85.59073206869442,75.03,147.56097293903548,0.5022650837223319,77.03,Stable,Medium
212,Urban,10.9,3,55.01444040513644,95.98,99.82671445449209,0.24895324174276726,77.16,Stable,Low
213,Rural,2.7,1,76.01987262045435,73.72,74.43227914282244,0.5180254462144892,43.97,Decreasing,Medium
214,Urban,12.8,7,41.784324398951505,82.29,96.04921858865187,0.5745771853061331,80.02,Increasing,Low
215,Urban,11.0,3,59.14695782382798,47.9,96.82396208024261,0.4117980915213987,75.91,Increasing,Low
216,Urban,9.0,7,91.42505613678821,40.73,77.69462040624032,0.6274934210421081,61.35,Increasing,Medium
217,Urban,6.7,6,46.43552432167074,61.35,58.51003757814831,0.7362317029047791,46.01,Stable,Low
218,Urban,9.9,7,60.08982819791826,85.06,37.872993025405286,0.9533928841346071,43.69,Decreasing,Medium
219,Suburban,3.7,4,56.09509383060987,60.79,79.61587488117617,0.3084533904958461,49.06,Decreasing,Low
220,Urban,2.1,6,38.871634576176575,65.82,119.31311675985977,0.15285256043831968,64.91,Stable,Low
221,Suburban,10.4,6,51.47017928969984,56.27,11.830380347975865,0.999929512943739,31.92,Stable,Medium
222,Suburban,1.2,4,94.76923334494957,72.52,93.26135743174268,0.4340682678725746,49.63,Decreasing,Medium
223,Urban,7.1,4,62.025061999637614,83.41,98.0802730598824,0.6807754914757624,66.79,Increasing,Medium
224,Rural,4.0,5,38.5912196460219,94.67,74.90258579973153,0.2456555873659501,47.45,Decreasing,Low
225,Suburban,7.9,8,45.975136064323095,77.01,71.74146569184283,0.9487187320863194,55.62,Decreasing,Low
226,Suburban,13.1,1,93.33028523157815,79.99,67.68310366163712,0.4699350064031634,66.59,Stable,High
227,Rural,12.0,2,84.40078052993248,57.54,152.87842839634934,0.2658048978809189,106.44,Increasing,Medium
228,Rural,11.0,6,77.57211844699408,55.61,49.8733692054106,0.5537321453936127,52.44,Decreasing,Medium
229,Rural,13.9,8,67.40385869580446,55.29,73.01660567792368,0.8156338534600324,71.26,Stable,Medium
230,Urban,13.3,5,94.08534739696758,44.66,120.54099126306838,0.27524453306426333,93.52,Decreasing,High
231,Suburban,9.5,5,60.73163343868942,83.32,127.75536333182724,0.17262847870660847,87.63,Increasing,Low
232,Rural,3.3,3,44.074752131630454,61.26,125.79957789950693,0.5656173953540495,71.15,Increasing,Low
233,Rural,14.4,8,100.0,64.88,45.16565655399313,0.5900133648256263,58.58,Stable,High
234,Urban,9.8,1,63.75429715530072,95.99,44.1467088767772,0.7160373898344257,46.57,Stable,Medium
235,Suburban,1.3,1,87.8171950276972,80.39,142.5147106387134,0.7073349422806318,74.51,Decreasing,High
236,Urban,7.8,3,49.33817737459962,71.89,91.96854506943198,0.5127275131669502,65.48,Increasing,Low
237,Rural,3.9,8,90.1965994104694,63.36,113.63385107683841,0.19600236869280585,66.57,Stable,Medium
238,Urban,8.8,3,42.5044082082233,61.03,68.80852600534577,0.7360862039288191,56.4,Decreasing,Low
239,Suburban,12.6,1,52.809034664612355,77.92,75.45891805618356,0.17619655808710327,69.23,Increasing,Low
240,Urban,11.6,3,74.6816902315204,77.23,33.17056563890994,0.68534860536211,45.59,Stable,Medium
241,Suburban,11.8,5,66.22473214276184,85.5,83.04373333422082,0.7073110088797283,71.02,Increasing,Medium
242,Suburban,13.7,1,69.61433089229573,48.02,126.56357568119985,0.6572419829881405,97.53,Decreasing,High
243,Urban,5.5,5,79.84805129451696,53.12,110.58517843560315,0.17049670360344213,69.04,Decreasing,Medium
244,Urban,11.5,1,62.220187070140206,41.87,73.06766813266296,0.4593352816638216,65.28,Increasing,Medium
245,Suburban,11.3,7,100.0,89.52,7.471090229230194,0.7977061075840158,31.99,Decreasing,High
246,Urban,12.9,6,67.56653084040697,58.77,60.34008151783182,0.11105380009783211,62.42,Increasing,Low
247,Urban,6.8,3,71.13749435284582,99.44,132.78407525117746,0.7416378054868118,83.39,Increasing,Medium
248,Suburban,9.7,5,99.70302087360179,98.87,143.1460918404019,0.5481466599296719,95.82,Increasing,High
249,Urban,9.8,7,75.68798326672908,81.83,90.8325130487421,0.8327923961761834,69.92,Stable,Medium
250,Urban,1.8,2,85.71921909338405,76.58,52.800736229468185,0.5231598661905326,30.9,Decreasing,Medium
251,Suburban,12.7,2,94.34210486878321,74.99,115.64502157152113,0.1558507495208438,89.57,Decreasing,Medium
252,Urban,10.2,7,63.90358420776476,98.57,95.09042283047319,0.23598959850786172,73.05,Stable,Medium
253,Urban,11.9,4,52.997431598980185,66.12,20.4669180686598,0.850211931944423,39.98,Stable,Low
254,Rural,2.4,4,57.285573467839974,71.79,44.61155294098147,0.9516191606236717,28.31,Increasing,Medium
255,Rural,2.8,7,54.83119100202832,61.22,22.996195747493218,0.31643550029126016,18.5,Increasing,Low
256,Rural,7.8,7,76.61724215543718,77.03,21.34408666708753,0.20460061253400913,30.17,Stable,Low
257,Suburban,12.5,5,60.26413345467077,67.51,99.10619944195255,0.7118139189464875,80.8,Decreasing,Low
258,Urban,13.5,4,33.60378343106944,71.37,85.81398797190191,0.5685434783117427,76.66,Stable,Low
259,Suburban,7.4,9,69.77827317914601,94.2,122.87787674608619,0.326563407003444,79.94,Increasing,Medium
260,Suburban,6.2,6,40.10397201279006,91.28,60.70884357080895,0.3114114434464893,45.85,Decreasing,Low
